sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,score,essay_wo_stopwords
22,326,4,11,28,29,28,1,0,8,48,26,22,0,18,1,0,20,11,10,32,46,192,10.877090826974003,4.0,dear @ location1 @ caps1 people acknowledge great advance computer give u also put u @ caps1 disadvantage computer known help develop health issue people become intune online world tend interact family le forget danger online predator deadly @ caps1 people nothing watch television often refered cauch potato glued computer screen better stated numerous @ location2 top doctor much time spent computer cause damage health exercise highly stressed doctor around globe exercise computer addict typing storm submerge obesity often cause depression begin sink addition serious health issue surprised add computer wing rehab center sometime near future problem slowly spreading must come together abolish family time treasured value @ caps2 people lately computer ruining tradition @ caps1 people absorbed online drama friend even video game family interaction declining people slowly remove reality enter alternate world cyberspace @ month1 emerge room use bathroom eat scarcely resting cause great tension sorrow @ caps1 family erase horrifying story abduction memory online predator highly dangerous extremely clever child could talking someone believe another teenager looking friend console really forty year old serial killer waiting find right time attack study show one fourth online user encounter dangerous person
25,366,35,13,47,44,29,3,2,8,56,29,24,0,29,0,0,20,4,11,50,40,201,8.22420745288179,4.0,dear @ caps1 @ caps2 feel computer take away people life important factor life first know world becoming obease lack exercise also people realize @ caps3 warming becomeing big problum finally family arn close used reason computer arn important human socioty first world becomeing obease cumputers play huge part computer make people exercise basicly sit couch use computer help amarica get back shape also computer become habbit person us computer everyday life become addiction able stop finally people use computer realize lack exersise getting first reason computeres bad thing next @ caps3 warming mealting polar ice cap computer play part @ caps3 warming use electricty thjen electrisity melt polar ice cap keep happining melt shorline half world fluded finally computer play huge part @ caps3 warming fact popular another reason computer bad finally last reason computer bad take away family life instance family splitting sientest sat @ percent1 time technolagy peroson computer people feel love computer love themselfs split good last reason feel computer bad conclution see computeres bad thing first see amarica becomeing obease computer also computer causeing @ caps3 warming eventually goung flood earth last least computer take away people family life cause split become unhappy reason computer bad
6,180,24,12,19,21,17,1,0,7,28,10,4,0,5,0,0,12,7,4,20,38,100,6.68003156646787,3.5,dear local newspaper raed ur argument computer think positive effect people first reson think good effect much like live mane ur cuzin life califan could wed chat second thing could look news world could stuck plane would vary boring take ur computer go ur computer work start work said take away exirsis well people use computer chart fast run meny mile want sometimes eat thrid reson peolpe job computer making computer exmple made artical didnt use type writer used computer printed didnt computer would make ur @ caps1 lot harder thank reading whe thinking adout agen plea consiter thrie resons
25,270,37,18,20,33,37,1,0,4,46,30,4,0,10,0,0,22,6,3,25,48,171,7.452658647216525,3.0,three detaileds news paper article one state opinion effect computer seconde give detailed resons persuade local newspaper agree yor postition three idea news paper article bigin opinion computer effect wast time many people wast time computer like fat people insted insted computer go run exercising insted computer go ur girlfriend family family friend fun incomputer long bad many kid wach bad stuff like adult good computer long start shod agree becasue detailed reason resons many air ba stuff like porn many kid wach ruin ther mainly futur get addicted watching people use computer good stuff old mids good ganes good detailed resons yor bigin going organize idea well present clearly good computer long insted go plat exersus abd yor enjoy life insted computer bad thing many kid wach bad stuff cmputer relly bad staff computer use evrye thing day organize idea conclusion idea news papaer ols state opinion computer effect give detailed resons persuade local news paper agree think organize idea much present clearly idea could new papaer se computer effect
13,170,7,8,10,23,13,0,1,4,25,24,5,2,8,0,0,14,0,3,15,23,99,7.076043667132937,3.0,dear world today everyone useing computer computer positive effect people teach hand eye coordination give people ability learn faraway place people even allow people talk online people today computer like world biggest book knowledge everything need know computer look faraway place zap there everything need know write front computer fast easy everyone use today kid addicted computer everyday many website kid teen go like @ caps1 facebook ect website kid young ten year old chatting friend putting picture thers also webchat website allow use webcame talk people anywhere world computer great way get touch people everyone computer home today
35,514,20,20,42,61,33,4,0,22,94,51,30,1,15,4,0,49,16,6,34,64,317,11.844520994966668,6.0,dear @ organization1 computer blinked life image blonde haired girl filled screen easy find life @ location2 thanks actual @ caps1 girl explaining going library filled one priceless information human interection computer nessessity life soceity wish grow expand supported teach hand eye coordination give people ability learn faraway place allow people talk others online firstly computer help teach hand eye coordination hand eye coordination useful ability usod excel sport recent survey @ percent1 kid felt hand eye coordination improves computer use even simple thing like tying build skill famous neurologist @ caps2 @ person1 stated article last week @ caps3 computer strength @ caps2 computer automatically process eye see command hand @ caps4 hand eye coordination improve people sport baseball basketball someone wan become better sport need turn computer people become better sport likely play become healthy reality computer help exercising instead decreasing additionaly computer allow people access information faraway place people someone wanted reasearch @ location1 need type search would presented would link forever search countless thing also ability learn culture make peole peole culture understand others something increase tolerance people computer resourceful tool help people every different aspect life lastly computer technology allow people chat computer chat video chat help different nation bring good term place help u understand story come something happend @ location3 people go computer ask actual @ location3 citizen take matter also video chat online conversation cut expensive phone bill one want pay economy another good point ace family member scaresly visit help connect within family oviously computer useful aid today era advancement push world foreward better place computer help people help teach handeye coordination give people bility learn faraway place people allow people talk online others think world computer technologicall advancement world would sectored unified contact people scare information even internet like thousand library put together nobody would know much nation news would travel slower kind palce want people live
18,336,11,14,28,40,13,2,0,20,50,13,7,0,28,1,0,30,4,9,26,64,134,7.265871744728393,4.0,dear local newspaper belive computer negative effect people life belive spend much time computer get much spend enough time family computer everything first reason belive people need get get exersise unhealthy instead watching game score get play game also belive enjoy nature feel like wasting beauty nature around want waste ability privalges would another reason spend enough time family family near take advantage interact one another fun family playing game also fun hanging boost social skill computer always brings next point computer everything take advantage computer time fine dangerous getting addictted computer @ month1 lot information nothing find book computer love dog reason get computer pleanty thing computer including sport taking care family hobby remember computer @ month1 great time time live life belive spend le time computer time getting fun family computer everything
15,363,12,24,25,31,21,0,0,12,43,21,13,0,38,2,0,29,4,14,33,68,168,9.40003508714516,4.0,dear local newspaper must admit expert centainly right cause know people stay computer day really good ask instead computer learning faraway place talking people go exercising relax interact family friend exercising much better computer say say computer sitting playing online game checking thing whatever case @ month1 get board hungry know there snack around whatever instead computer @ num1 @ num2 hour maybe even day getting fat many way exercise take walk go joggin could play sport mean lot thing computer know people could workin day still come home computer rest good also always jump computer could relax watch movie eat pop corn enjoy could even take nap little something always get straight computer really use way see family computer always going time one important friend always dependable really need around selected thats point family true friend feeling spending time computer gon na leave come back home something right tomorrow promised live today enjoy life got chance spend time something active family friend really computer try balance time
7,31,35,1,8,5,6,0,0,0,19,2,4,0,1,0,0,2,2,1,8,7,42,5.571513924256267,2.0,aegre waf evansmant ov tnachnolage evansmant ov tnachnolige halp fined kohar froi alnsas tnanchnolage waf ont ot wod go moon tnachnologe evans maech people tnacholege frchr fror good ov live famas invanyor ues tnacholage leki lena orde dvanse fling mashine tnachologe grat
11,155,5,8,10,14,15,0,0,8,22,24,10,1,6,0,0,13,1,0,13,23,97,7.169256495304939,3.0,well computer good bad thing @ caps1 realy see @ caps2 computer bad thing also know @ caps2 computer help people around world think computer positive effect people like computer teach hand eye coordination help need find reasearch school project create lot thing computer like music desiner @ caps1 shirt logo banner lot creative thing computer look available home apartment even go online fill job application save trip store @ caps2 cool well im regular person rich famous computer provide lot information people use today thats think computer positive effect people @ caps1 super smart use one
20,355,13,11,29,43,23,4,1,9,51,23,12,0,33,0,1,26,11,10,30,55,187,9.93439456063895,4.0,dear @ caps1 @ caps2 @ caps3 daily writing address issue computer society today day new discovery made people use computer society however many people say computer harmful communtiy today going convince society computer much issue people say begin discovery nation advancing rapidly day new discovery benefiting society however made possible help computer without computer dieseases would never discovered people would died secondly computer also increased medical care cave life death finnaly computer help speed production rate car household neccessitys many object ever bored home looking something dark rainy chilly night yes exactly thought well new technology advance social networking even help bored lonelyest people give something even looking talk someone easily internet people looking special someone always able look somewhere social network like twitter myspace facebook youtube always something economic recestion seems finding job hard however internet come rescue yet internet help find job twice three time fast many people also speed word using computer microsoft thing lot easier work need make hope everyone understand much computer help rather hurt @ caps1 newspaper hope rest community see computer help hurt thank much time effort put listen
2,55,1,3,7,8,2,0,0,1,11,6,4,0,0,0,0,3,1,1,3,7,32,4.2090499595627335,1.5,dear local newspaper @ caps1 take computer given people around world stay house chating family friend computer help people around world connect people computer help kid homework look staff happen around world
30,513,17,30,43,77,22,12,3,15,59,41,41,2,20,1,0,41,8,10,40,87,275,10.329524903173951,5.0,dear local newspaper @ caps1 ever see child computer hour nothing could get well believe harmful child since allow exersice interact face face people use mind best @ num1 advance society get laziar forget essential thing think taking step back using computer could benefit society using obesity @ location2 highest @ percent1 kid @ location3 agree exersice week would rather spend time computer think @ percent1 kid thats @ num2 @ caps2 child took compared @ caps3 child benefit technology learned @ percent1 child exersice week le computer @ location3 @ percent2 child overweight @ percent3 develope heart blood problem adult exercise go play friend bike go jog sound hard make spend computer think reduce obesity amount believe @ caps2 ran overall country computer popular website like @ caps5 @ caps6 @ caps7 website allow interact people island could way one computer website allowing anyone talk people could interest mind @ num3 @ num4 people school say one account personal posted personal info could website crime rate gone @ percent4 also website cause people social skill people spend hour website talking people forget talk face face @ percent2 @ location1 student say would say something online say someone face creates problem school could possibly make someone hurt someone else heard news suicide computer believe le people would spend time family nation would closer safer computer dont allow explore nature use mind best ability computer make easy think make laziar allow read book read people instead going library getting book computer take away time actually use mind problem solve real life solution year learned computer hour playing realize without would make difference kid living computer change
39,566,10,18,41,71,41,6,2,23,93,41,37,0,33,0,0,43,11,12,40,82,325,10.801954490882562,5.5,dear local newspaper heard many people think computer benefit society disagree computer benefit society teaching hand eye coordination allowing people learn foregin place allow people communicate others online people basically born hand eye coordination people like example thanks computer hand eye coordination gone average computer increase person hand eye coordination @ percent1 say @ person2 think learning tye hand eye coordination go @ percent1 amazing good hand eye coordination get far life help small everyday thing playing instrument household chore also help sport need good hand eye coordination throw catch aim people spend time computer population hand eye coordination would increase want thats ever heard @ location1 country @ location2 one really know much looking computer become expert country computer give u access lot knowledge make u people around world improve travel instead going place every vacation go place saw online look exciting also learning country people gain respect @ month1 also learn tradition culture internet give u access world say @ person1 learn many new thing make u people country environment @ caps1 right also aware environment since global warming problem learn preserve foreign place learning internet click mouse virtually whose world fingertip recent study @ percent2 people said time meet old friend internet however made quick easy talk people online website like @ caps2 @ caps3 @ caps4 keep social life tact even reunite yu old friend example @ caps2 suggest family keep touch wih many people trough @ caps2 also make new friend teen say always willing meet new people internet great way site like @ caps7 @ caps8 help find friend connecting chat room random person talk talked someone @ caps7 hour found @ caps4 account keep touch also help gain confidence @ month1 courage say something computer would say real life computer really amp social life see computer barain imprdove hand eye coordination help learn far away place improve social life allowing talk others computer benefit society anymore ever know
16,293,3,14,28,31,20,0,0,10,50,21,9,0,13,0,0,25,5,5,25,45,155,7.926294645551896,4.0,dear @ caps1 @ caps2 beileve computer helpfull many people looking information talking friend although many kid spending time outside computer well occupied environment help kid learn interact others believe kid right stay computer long desire although always make time go outside hang friend ect computer @ month1 fun always important get outside enjoy nature another reason student spend time computer health child get addicted computer affect interacts @ month1 serious damage brain although believe child right computer always important spend time outside enjoying nature another reason think child right computer information learn discover many kid grow career computer making program designing kid @ month1 education online teach others computer non stop generation intelligence based help people learn play discover many people dream one day build computer make new program student right spend time computer also save time spend outside friend everyone perspective think staying computer day good thing think kid might affect health think
22,356,7,21,21,41,18,7,0,10,46,33,34,0,13,0,0,25,11,6,36,59,198,9.100412333529745,4.5,think computer useless think could useful many way remember @ caps4 older sister research @ caps1 computer gave information needed issue grapple people use computer everyone agrees benefit society strongly think @ caps2 benifit society many way here computer allows get touch friend research people place thing relax enjoy playing fun entertaining website first reason @ caps2 allows talk family friend get back touch friend moved diffrent state easily get back touch straight computer @ caps2 nice send email picture friend @ caps2 computer @ caps2 get done much faster @ caps3 @ person1 one neighbor next reason research anything want like people place thing refferances come @ caps2 good research project school assignment @ month1 remember @ caps4 brother working project everything trouble found directly computer final reason alot fun exciting website relax play website keep busy wont bored playing @ caps4 im bored go computer play game find @ caps5 com @ caps3 younger cousin @ person2 computer @ month1 make people become adicted yes learning interesting thing internet work people use computer everyone agrees benefit society strongly beleive benefit society here get touch people research play fun game @ caps2 never decide think call talk
7,114,8,4,7,13,9,1,1,6,11,17,9,0,6,0,0,9,1,0,13,20,65,5.248253147436985,2.0,computer good get infermation play game get picture computer might find something someone bad viris ther vris might want shut computer get worse website kid like game teen game adult game also picture bad kid time lead inapropreit picture look infermation need thing like wepons knife also differnt kind company like @ caps1 @ caps2 @ caps2 good place get computer @ caps1 @ caps1
28,350,13,15,19,51,29,4,0,10,48,36,8,2,20,0,0,26,10,15,26,45,204,9.414773447865194,4.5,dear newspaper computer high tec expanded everyday thing play big role society computer improved many different thing without would barely get thing done although kid start goind outside computer teach kid new thing useful computer kid rarely going outside lot population @ location1 obese including kid staying inside computer kid need go outside evry get fresh air exercise limit time computer active game would better child since computer rapidly growing adapting kid spend half day stareing screen playing flash game like run escape instead wasteing time go outside take walk something computer teach kid new thing google something like tree would get bunch website containg information tree kid also play game know game play teaching stuff example little sister go site called nickeloden com see right teach stuff know type game prepared kindergarden day site keep adapting becoming known like bing computer real useful suppose want know whats goind work click mouse internet explorer get email computer could go social networking site like facebook connect friend also go instant messageing site talk friend see entertainment could play game remember though stay long computer big deal community life would difficult without remember stay long although kid start going outside computer teach kid new thing useful
23,365,13,15,27,50,27,0,0,5,50,37,11,0,20,1,0,22,2,10,43,67,183,7.924060836147847,4.5,dear local newspaper @ caps1 people throughout world use computer although @ caps1 people think computer good others could say different computer become socal talking friend family also computer @ month1 notice hand eye coordination improving finally able search click button instead searching topic dozen book computer @ caps1 benefit one chating talking online friend family @ month1 distant friend talked computre able connect buddy acount safe chat @ month1 able make new friend would good socally always good friend stay touch family people find hard play piano look music hand something else computre hand eye coordination improves time searching topic hand typing also great memory excirsise finger eventually memorize key located people without computres search @ caps1 book find information topic others computer type topic information need right infront able see picture topic even video @ caps1 book know search topic show picture video one resource @ caps1 people debate fact computres good ask computres great people allows people socal talk old friend also improves hand eye coordination finally give option search topic without hastle searching dozen book question computer good people
15,263,1,11,10,23,11,8,0,7,25,28,6,1,12,2,0,29,5,8,31,49,136,7.255443711878717,4.0,dear newspaper people think computer benefit society reason computer make work easier thing people like solve difficult problem kid like playing game computer make work easier neater typing often faster writing always easier read study also shown people use computer work finish faster @ percent1 free time whatever want computer also e mail allows send work done bos without printing wasting paper computer solve difficult problem people either want waste time need solve math problem use calculated computer figure lot math problem homework think much easier use calculator last reason computer good kid like playing game lot people say kid play computer game educational even non educational game help kid fun something look forward work done @ percent2 kid say happier something fun look forward happier kid better work hope reading understand much computer contribute society
34,476,8,21,30,50,33,7,2,10,68,29,31,0,38,1,1,26,10,10,49,86,257,11.432963759896756,5.0,agree computer deffinately advantage society think help u communicate video chat family friend online used great tool school work work purpose enjoyment child fun computer game help prepare real life consequence like game webkinz teach kid care pet @ caps1 @ caps2 @ caps3 @ caps4 @ caps5 @ caps6 please friend request replied later night get home check @ caps2 new notification pop friend @ caps5 @ caps4 entire family @ caps2 think usefull several reason like making plan party hate writing invitation every year birthday party type taking le five minute even simpler way sending invatations even type email @ caps2 message fact got invited party yesterday @ caps2 easy create event tag friend note also easy get @ caps13 automatically get notified technology like drastically make life easier example ever gotten something new wait show friend well comfort home need webcam instantly connect one friend one @ caps14 @ person1 love done room pink wallpaper cute said @ caps15 love hair today pretty say @ person1 love webcamming friend see hear exact see webcamming much easier spending time money mom time getting ride house computer make life much convienent another example much easier computer help school work ever write report well many time teacher especially enjoy typed many student messy hand writing kid like writing anyways like type faster write agree @ percent1 computer benefit society importantly computer help find good job online even help type great resume impressive would applying professional position job know type resume conclusion computer helpful beneficial important fun society
36,494,5,25,30,46,37,2,0,9,62,40,43,2,32,1,0,31,9,19,48,87,280,10.515334375552849,5.0,dear local newspaper @ caps1 name @ person1 @ organization1 citizen believe computer benefit society @ caps1 opinion make town worse people spend way much time computer le time exercising enjoying nature interacting family friend thing @ caps3 computer society time make stop first people computer way much teen social networking site adult chatroom kid playing computer game instead people playing outside going walk park know @ percent1 adult overweight people cut back amount time indoors could probably bring number way also know @ caps3 teen computer computer good thing also bad example chatroom know @ caps3 kind people chatroom child need careful @ caps3 say show internet instead playing game talking boyfriend girlfriend teen go outside exercise second citizen need enjoy nature beautiful senery around busy running check e mail notice @ caps3 beautiful day outside nice @ date1 @ date2 day people take kid local park pond reminds last @ date2 went @ caps1 cousin house @ caps1 aunt allowed u watch one hour day included computer outside every single day even staring cloud kept u active enjoy environment @ caps1 last reason computer badly affecting society computer take time away interacting family friend know @ caps3 thinking computer talking family friend instead instant messaging call maybe even invite talk face face reminds @ caps1 sister get home normally @ caps2 instead getting coming talk text @ caps3 @ caps4 day computer help people communicate also take communication away see given three reason strongly believe computer badly @ organization1 @ organization1 everywhere need open eye understand people spend way much time computer allow people enjoy nature interact family please asking understand society crash fix issue @ caps3 going
12,163,4,7,14,20,14,1,1,3,23,21,10,0,6,1,1,9,3,4,14,20,96,7.059967167197432,3.0,dear @ organization1 think effect computer people really positive computer used sort thing example like finding thing history people changed world information computer give power child learn example lot website offer online tutoring good way help pas school positive way online dateing site meet new people good way make life even better popular site like @ caps1 @ caps2 @ caps3 make good way keep touch friend past even make new one think thats best opinion going school online done colloge nuse example get higher degree like registered nurse @ organization2 think computer positive effect people
26,355,15,16,38,34,18,1,2,12,62,26,16,1,22,0,1,32,5,3,36,50,185,8.609029642622529,4.0,dear @ location1 @ caps1 rumor going around saying computer negitive affect child life disagree computer help kid many way help student homework let student talk friend help school project besides kid stay computer long anyways homework big role school worse get computer website help child learn problem social study question know go school web page there link brings math game there even science website help child get stressed homework computer also help student interact friend social life important @ num1 grater computer aim facebook even myspace help kid impact friend kid got fight school come home work leave unseatled computer also new friend town teen need make new friesnd help life teen help ask help every student get take home project social point time running store buy paper pencil stay home money typee essay computer help social study science project print picture find information drawing hastle messy save time mess @ caps1 word dont understandd look computer best way project computer everyone us help parent much us help u homework let u talk friend even help u project computer one best technology @ date1
