sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,score,essay_wo_stopwords
17,334,6,16,42,42,17,0,0,11,28,29,6,0,21,0,0,29,10,3,35,56,140,6.296027601073399,3.5,seen magazine book movie etc found affensive experience opinion think book removed noticed movie affensive people like example @ caps1 movie book @ caps2 people believe like movie kind see point making movie someone real however movie okay people age movie rated @ caps3 people watching yet like kid age magazine though type thing think affensive people like remember name would section would talk bad another person like one kid would talk president something like think magazine removed shelf book however see reason removed shelf think book seem affensive much graphical could book might affensive people though like one talk family money talk bad example would able find book read find talking bout thing want know yet want know see made opinion either keep book magazine movie shelf see way u like kind movie book even magazine think cool interesting
18,316,3,13,28,36,12,0,1,8,41,25,1,0,18,0,1,27,10,10,33,55,145,8.791826883584791,3.5,personally think library movie store etc selling item mentioned found offensive public think offends lot people citizen senior citizen child exposed inaproppriate material think order buy rent certain book music movie magazine least eight teen year age economy bad enough way new generation people raised moment look back childhood memory seeing offensive movie reading offensive book magazine think music influence person constantly listening foul language going stay person mind know experience also believe movie influence peron lot example kid go see movie lot violence well done watching movie think well must okay kill someone saw someone kill another person got away never got trouble one example human mind change conclusion believe human right read watch listen want think people certain age thing though also think anything citizen find offending hidden sort area store library people want certain item whatever get people see listen anything offending
29,485,3,13,50,61,30,1,1,15,47,33,38,0,33,0,0,37,28,9,30,79,240,10.122208776627492,4.5,library place go read write relax nowadays many people take granted knowledge obtained even knowledge learned stripped away cut censorship censorship eliminate many variety reading material people learn enjoy first removing classic shelf library @ month1 offend certain people completely unwarranted offend read simple many book offend people agreement moral belief great example @ person2 series @ person2 @ person2 bestselling series million copy sold worldwide however corrolate many people belief therefore people boycott series remember several year ago attended @ person2 @ person2 @ caps1 @ caps2 @ caps3 party local library celebrate next book series released library gigantic storm brewing people would think storm people town like @ person2 book blamed party said worshipping devil @ caps4 brought storm tell u wrong know many people like @ person2 series witchcraft wizardry mean blame natural occurences book even great novel like @ caps5 @ caps6 banned content @ caps5 @ caps6 reading material school morality police banned crazy person book required meet everyone personal standard consequently katherine paterson state true ban book agree find suitable eventually left check library although could way compromise book questionable content sticker telling reader could benefit side conclusion eliminating book good idea beneficial u especially child young would always want read continued age would always read middle school every day would book read book allow reader travel far place see would like walk someone else shoe book gateway another world take magic away child
12,328,7,14,32,43,19,0,2,9,39,35,6,0,19,0,0,23,13,3,21,61,144,8.956642509669502,3.0,yes material book music movie magazine etc voted upon citizen removed shelf think material catagories removed offensive well others take long get removed store place people like like make music violent cause mind teenager turn bad start selling drug street hometown anything kind music admired teenager well adult people buckle see stuff like mess life teenager adult fall victim chance stopped stopping thing like save community disaster cause good chance life people need chance another example like music artist named @ caps1 @ caps2 made great song past year half people told part group called @ caps3 group try think birth thereselves friend wanted stop listening music told friend like fact joined group doesnt mean im gon na stop listen music make song offensive well friend draw line im saying people others back something highly offensive oblivious others hard trying prove best way possible
5,94,3,1,11,12,6,0,0,6,11,10,0,0,4,0,0,7,3,4,9,13,42,4.925599212631029,2.5,talking censorship library think people work library decide go shelf people community say go shelf one thats going library anyway believe everybody intitle opinion think certain material removed example music could offensive therefore saying music totally removed library saying offensive music removed
17,349,11,11,38,48,38,0,1,10,35,32,11,1,16,0,0,24,17,6,29,50,189,9.361923686921056,3.0,dear newspaper @ caps1 would feel someone wrote book @ caps1 bad newspaper tore bad one wanted touch another newspaper think something found offensive avalible thousdands thousand people read believe certain material book music movie ect found offensive allowed removed library book shelf let alone even shelf let think moment sexist book fell hand inocent child hand could read enough get book child could end living kind life book protays parentt know fact would never want child exposed harmful reading material know right wrong clear judgement another perspective one book @ caps1 black people bad nasty fell wrong hand purpose let say drunken old fashioned man happens think continue slavery one book could stimulate white man thought could try put thought action throwing book say black people young black woman face continues seeing alone done rape beat let live make whore slave aslong shes living imagan world @ caps2 know @ caps1 bad woman hurting @ caps2 one know @ caps1 long deal pain stop fighting life think told gave example started one single book offensive book towards sexist towards black people reason book ban library least glued shelf
39,661,4,39,59,78,34,1,0,20,83,45,38,0,49,0,1,40,18,21,54,102,307,9.083789020248066,4.0,lot people school probably seen heard book magazine profanity offended people think kind thing funny others @ month1 bother racial slur offend people profanity make someone disappointed parent want child hearing saying thing like believe offensive taken shelf library movie music think really offended somebody either change lyric get rid offend somebody good song really great movie make something making fun another race movie killing going like school library book think really depends age group like anything would offensive profanity @ caps1 @ caps2 @ caps4 old enough mature seeing reading thing book magazine student come home book class reading parent like content right say want child reading really bad able take school even @ caps3 @ caps4 mature student get offended sometimes book reading school one example @ caps5 @ caps6 even though really good book lot @ caps4 read lot @ caps7 @ caps8 might get offended racial slur @ caps7 @ caps8 feel comfortable fellow student saying teacher saying @ caps4 library make student read book feel comfortable reading library book like example next year going read book going like half @ caps7 @ caps12 like people saying thing like going really akward moment friend read book feel comfortable reading book even little kid book parent want child school library challenged book school library @ caps13 @ caps14 know librarian told one day good book parent want kid reading witchcraft wizard try get library parent want kid reading think certain amount people complaining movie song even fight get rid thing school student parent complaining certain amount librarian even say school get rid book magazine believe book song movie etc offensive certain amount people taken care getting rid parent might want kid seeing hearing reading sort stuff people get offended book movie feel comfortable believe thing brought world entertainment also able get world people offended
13,329,4,17,21,42,20,0,0,8,35,31,2,0,21,0,0,22,11,15,27,61,159,7.455719400048373,3.0,think certain book music movie magazine shout removed shelf someone find offensive magazine book movie even music simply find right people opinion matter depending find offensive two reason reason picked traveled library looking something enjoy first reason think certain book music movie magazine removed form shelf people picked self noone ever going pick book magazine even watch movie listen music look seems even sound offensive mainly alot people take ofeneded kindly example would person buy object seem appealing second reason think certain book music movie magazine removed shelf going library looking interesting book type music movie magazine likely going end getting one look intersting something feel fit taste book sort music movie magazine look offensive get somethings going offend going pretty obvious due look like seems like even sound like opinion think certain book music movie magazine offensive people taken shelf picked something library went library looking something would enjoy obviously end knowing something look seems even sound offensive
5,150,1,5,18,21,10,0,0,3,12,11,46,0,7,0,0,9,4,4,11,17,104,6.860706543621673,1.0,people publishing writing article magazine yes feel offensive @ caps7 thing inside magazine book people going always find something rumor start big fight @ caps1 thing people called @ caps2 find eazy way get something started like buy magazine take look inside first see @ caps3 interested buying specific certain book magazine like thing see inside @ caps5 @ caps4 buy @ caps5 @ caps5 @ caps1 @ caps7 immediately removed news stand street @ location1 @ location6 @ location12 @ location4 @ location2 @ location5 @ location8 @ location9 @ location3 @ location10 @ organization1 @ organization2 @ caps8 @ location11 @ location7
21,338,4,11,26,37,24,2,0,8,29,42,1,0,23,0,0,28,5,3,40,63,155,6.727450347908519,3.0,think bad book taken library bad book music magazine movie one really want read kid pick book read bad content book magazine music movie would bad read young enough know movie anything else library bad library fault letting get book movie music magazine parent know kid read book parent wondering got bad phrase people think library bad book many thing book parent want child read thing like book talk sex also language kid read know sure want kid read anything bad grow older also music parent want kid listen thing like sex song also thing say sex directly imply never want kid listen bad song like want responsible listen terrible song also movie want kid watch content movie many thing world contain bad thing something sex latly movie came inapropriate one thing think important magazine many thing happen magazine like porn hate kid tempted forced look porn think general get rid porn descusting picture magazine
11,320,11,12,25,41,13,0,0,11,41,14,2,0,18,0,0,30,7,5,35,77,126,7.506294565369959,2.5,dear news people qriting answer people book think ok people write whatever thay want free contruy anything tink trying say people write book ever thay want anything drug sex abuse bad language get saying think ok write whatever want put whatever wrote shelf person picking book choose read book like book make big deal cause problem people pick book look another book think fear people make big deal book read make since bet lot people would agree someone aganised stuff like sex drug saw book would set look book would agree causing problem like others would fare waist time someone complane something dumb rap thing think people like way book writen put worry buy book feel better reading point waist time cause problem oppion problem hope
19,282,11,13,25,38,15,0,0,12,20,18,27,0,11,0,0,30,4,2,34,65,144,5.9589507059556235,3.0,think book magazine paper etc removed library @ caps1 like @ caps2 @ caps1 feel reading book problem help get ever problem @ caps1 often say stressed depressed @ caps1 get book @ caps2 help solve problem book etc offensive @ caps1 think get control book library @ caps1 problem book help alot @ caps1 know dont think alot book offensive eather want @ caps2 dont @ caps1 think book etc offensive deal @ caps1 like @ caps2 kind book dont even like @ caps2 @ caps1 like @ caps2 pick whatever book want feel confortable think book offensive go past find different book @ caps2 suppose find offensive book could go teacher someone talk im sure wont anything book thing reason @ caps1 @ caps2 understand life fix control book tell book one shelf cant shelf conclusion think @ caps1 deal cant control
9,197,6,9,18,20,14,1,0,5,23,16,18,0,14,0,0,11,5,3,22,36,100,7.671232331963178,3.0,hello name @ caps1 feel genre medium library call medium center censor medium people know read back book see want see something like able put back shelf people say @ caps2 @ caps3 inspired @ caps4 @ person2 kill @ person1 completly speculated matter said said feel section different section different age group censor literature un @ caps5 parent supervising child @ num1 younger really come child exposed something ready magazine movie feel library follows pornography non educational movie @ caps6 @ caps7 social network saying let kid listen murderous music jump terrace leeway book approved message thank time goodbye
23,507,10,23,40,66,33,0,0,14,49,44,17,0,26,0,0,36,16,13,53,97,227,8.267395083974675,4.0,book removed shelf u think book hope none child child taken chelf right remove book shelf work abhor also exactly right everyone else nook left shelf u @ caps1 statement @ person1 think right young child look immages appropiate read something talking baout sexual content think material removed shelf put privite area adult get think put certain area away child child get idea material see think okay act like book movie teenager young child see cereal killer child think okay bring gun school okay child reading book thinking okay act like favorite character acting like favorite movie star movie movie stupid stuff child teenager think cool person look want try also child get hurt @ caps1 whenever child see people sex think okay becasue kid movie age think movie producer shoudl aware put child watch talk book @ caps2 @ caps3 think great book would ever think would taken shelf one word used think stay shelf parent want child read read parent want child read something tell teacher child read book think book stay shelf material bad sontent put private section adult get want child looking bad picture seeing reading something sexual content child getting bad idea book movie magazine music think appropiate act like @ caps1 favotire movie star preforming @ caps1 way book movie magazine need put child reach get anymore bad idea stupid stuff
22,499,8,14,41,50,29,1,1,23,52,37,42,0,36,0,0,51,8,13,52,85,275,8.999013171391807,3.0,think almost every movie might offend someone way wanting take every movie shelf go ahead everyone different taste movie music book etc music offends listen @ caps2 book read @ caps2 simple think remove book music movie etc could offend someone reason remove thing might interest people day anything entertains kid instead going getting trouble believe every person right read watch listen whatever @ caps2 want listen also find @ caps2 offensive listen song watch movie even read book magazine everyones offended different way another help @ caps2 @ caps3 little book song etc offends person also think give kid chance read @ caps2 see offensive @ caps2 might @ caps2 might keep thing might read book also watch movie want learn @ caps1 every body good people child read wide variety read dr sue book could reading @ person1 @ caps2 depending child able choose read listen watch flaw find child side magazine fact almost every magazine atleast @ caps3 half naked woman man @ caps2 child @ organization1 year first year @ organization2 @ caps1 see @ caps4 reason people many different taste material believe read want long @ caps2 @ caps1 offend reading @ caps1 effect others unless reading @ caps2 also many people get offended littlest thing see life get offended hand full time life conflusion think people able read want even book people find offensive offensive thing @ caps1 taken shelf also feel child get read thing could offensive understand fact life easy end offended also @ caps1 everyone good people thing happen people like life finally think people @ caps1 give reading listening watching looking thing @ month1 interesting
18,375,19,19,47,57,36,3,1,11,55,28,8,0,15,0,0,21,9,4,36,49,179,10.08986203167786,4.0,world full offensive material almost nothing book leave behind influence future society material removed shelf library part large varity knowledge library last place someone look material logical side person know power one mean item centain type music movie inapropate age partents get really offensive see something slightly inapropate thing remember called little child sooner later see item part growing last paragraph suggested person large mass imformation choose becasue perfect little soul everyone amount cruiosity example somethings like @ organization1 @ caps1 taught school could consided dangerous @ organization1 learn way atom make make perdictions react chemical lab student required wear safety material dangerous enviroment go @ caps1 one learns live healthy life requires student learn human body reproductive system @ caps3 learn better world work around u learn thing dangerous everything postive negative outcome suggesting need find healthy balance really needed material strickly entertainment item removed purpose behind hold place magazine talking drama apears useless large world alway always people material bad influnce yet matter perception everyone different torances value going problem shall make judgment best ablities based value
11,194,6,9,10,21,17,1,0,9,23,18,2,0,11,0,0,15,8,5,19,33,102,7.376828068465488,3.5,people entitile oppinion thing someone might find offensive someone else might library able put anything might interest person educate someone shelf wether people get offended went everyone said probably wouldnt anything library shelf people find something wrong everything person put thats human nature read nonfiction book saw movie based true story used word language people might find offensivc people going express feeling educate people without offending someone suppose teach history without telling whole story slavery @ person1 horrible thing happened teaching important happen would hard teach horrible event without offending people believe put material library shelf anyway people like check look opinion
5,81,2,3,5,11,5,0,2,4,8,11,4,0,5,0,0,6,4,1,5,14,49,4.848977573781018,2.0,think people find book offensive even read book begin book found offensive taken shelf book shelf would emtpy would nothing left people read greatest author use offensive word book take th shelf getting rid greatest material @ person1 @ caps1 example book @ caps2 offensive gay one get killed
15,282,1,14,19,33,8,2,2,7,30,23,5,0,13,0,0,21,6,3,30,68,133,8.488208393845893,3.0,book word happening adventure story travel one person another find amazing someone one country could write book someone another country could read inspiring story reach one person another book music movie believe thing like help shape u today many problem entertainment today oppinion include thing show lot violence intimacy @ month1 fit people think take shelf simply rate everyone know expect movie rated people want need see happen appropriate part guide u almost like preparing u worst hoping best see happens one person article entertainment help u make sure make mistake also believe many story movie inspire u better people reach dream see one person think would world one encouraged pushed someone else wanted entertainment push concept add everything show reality whether thing offense harsh content still prepare help u battle everyday life
20,285,7,12,15,34,17,1,0,11,30,15,2,0,27,2,0,24,15,1,25,61,120,7.821670299324358,3.0,believe certain book music magzines movie removed found offensive problem offend oh well issue deal come mentioned item sooner later society find back shelf matter offensive curiosity bring back shelf book id found offensive one person group people doesnt mean removed shelf problem one person group people live anything everything educational way even offensive teach someone wrong right said wrong right someone want something offensive removed shelf depends person personal view belief whether like thing offensive somebody nothing change sad admit really anything change easier live maybe whatever found offensive meant offensive depends take offence maybe writer director composer meant something offensive maybe based take said thought boil nothing removed shelf one thing must removed youi might well remove everything
38,424,2,8,42,39,27,0,2,9,53,18,3,1,30,0,0,23,21,15,43,92,178,9.669190991351101,4.0,absolutely think book movie magazine music etc removed shelf find offensive book would shelf sometimes really good book offensive actually telling really believe remember twelve news saying school taking book shelf offended one person school shocking part almost whole school reading book even teacher reading school board even care though think completely handled wrong way talked girl said unfair ask everybody read offended read music outlet many people express feeling way amazing without music would fun world people alwasy listening music sad mad upset confused etc people think kind music offensive listen movie going offensive least one thing time make movie hero vilian want good guy win movie make fun bad guy somebody always going get hurt read watch listen something think offensive somebody else think artist feel wrote certain way listening music listen beat word first like start singing like change song hope people end taking thing shelf someone offended need different opinion life opinion would anyway want everybody else love personality different kind outcast true respect people opinion wish everyone would least try thank listening say
16,350,1,12,27,46,36,0,1,9,39,30,8,0,25,0,0,13,10,11,36,48,159,6.88543184900388,3.5,book music movie magazine etc removed certain library shelf people enough sense interested interested always people find specific thought idea offensive matter subject censorship really make difference individual censorship necessary people know interested without anyone helping find looking censorship entirely necessary people always find something exactly looking interested people interest business without censorship others surrounding community read couple book cussing book still good would without cussing people like thing matter always flaw object book music movie book music movie much interest common person individual capable making decision based interested individual need edited object music listen music object without offended something offensive people every work published buyer fully aware fact go buy something censorship necessary individual aware interested without anything telling look people almost always get offended watching listening matter censorship big deal censorship needed today society specific individual capable making decision best book music movie magazine etc taken away library shelf always offensive object individual find offensive matter object
8,174,2,4,27,20,12,0,0,5,22,17,4,0,12,0,1,14,4,2,15,20,86,5.815866887491363,2.5,many people believe magazine book movie music poster plus kind bad stuff parent want @ caps1 see stuff might book different colored people maybe might also terrible thing colored skin hairitage @ caps1 young looking stuff book lot @ caps2 library thing speard around store people get book might need good heart book saying skin color like book say get book change way author wrote story music movie poster people know different colored pretty hilarious sometimes make joke maybe might also pretty terrible thing said book
23,396,10,10,28,41,25,1,0,11,41,19,28,0,28,0,0,30,16,11,37,105,186,9.13668718562342,3.5,would want childern reaing thing @ caps1 know go library aspect learn @ caps2 @ caps3 @ location1 @ caps4 @ caps5 etc library learning new thing world later help @ caps9 first walk library except see people checking @ caps2 book book catch eye title find book offensive help better childerns future stand fight mental development must also think childern want read right read ever want long entertaining learning something new book teach world growing book would let child read know heart learning something @ month1 able teach type book call @ caps7 book come seeming offensive end actually call @ caps8 helping prepare come every book full rainbow pretty color pop ups must know people mindfull people educating @ caps9 learn difference right wrong remember first book ever read called @ caps10 @ caps11 read book @ num1 till day mother say tried stop reading book many time dangerous wording @ num1 year able read young age know book taught alot world back knowledge obtain helped later @ caps9 book ment read feel child read certain book read tell child reason read book read
22,277,19,8,21,29,14,0,0,8,29,23,4,0,16,0,0,27,3,6,38,71,120,6.835217751306914,3.0,library alot material read childrens book adult book book vary different age group many people go libary day question certin material taken shelfts found offensive answer people go libary mean want learn something find something intertain go libary reserch something book need movie need going happends project something book need want child failing school libaries take material shelf people take material shelf beucase like think offensive put back shelf go find something else take shelf agenst everyone different beleafs thing libaries different section go find material varies kid fiction nonfiction also sometimes go looking one take something shelf offensive choose look first place one tell cant look go libary like see put easy find looking libaries also computer look thing
27,431,9,5,41,58,32,2,1,16,53,32,16,0,31,1,0,36,16,10,36,60,203,9.354430532808982,4.0,book represents person belief feelngs topic therefore censoring book wrong go freedom speech believe book medium removed @ month1 offensive truth something need read prevent tragedy happening person find topic offensive forced read accept people belief prejudice book trying censor many book threatened censorship book historical fact holocaust think right know important event one reason forget thing likely repeated really want murder million people repeated becaused ashamed something dosen mean sweep carpet lay hidden waiting stike like hungry alligator instead book prejudice event kept show example act book censored shame censored certain group people @ month1 find offensive much easier solution censoring book offended group ignore book offensive first place one forced read book forced way like poster television broadcast kept certain section library party wishing avoid main reason book censored first place someone find offensive however keeping someone saying something offensive @ caps1 @ caps2 big target censorship treating everyone fairly book like censored would like saying people better others another big target censorship country @ caps3 censoring book would basically tell @ caps4 population wrong censoring something wrong could cause sad event repeat offended party simply avoid book book offend people censoring book offensive party simplest thing leave reader decid read
21,373,2,17,34,39,23,0,2,10,33,38,6,0,17,0,0,37,6,1,43,72,159,8.229587899636638,4.0,many type material library entertain material @ month1 book magazine movie music person type information genre like example teenage girl love read young romance story young people life @ caps1 people like informational book everyone different way material choose read choice would feel one favorite book magazine taken shelf library would probably wonder thing would happen well people would like argue information contained material offensive innapropriate want type thing taken shelf decision say thing offend people everyone opinion make choice want read want read opinion type material stay shelf simple like certain genre magazine book read hear someone music sound completely awful walk away listen music there new movie world going end disbelieve fact world end way go see parent want child know thing world completely understandable everyone right want know want know everyone right take away book think appropriate think would book left thing today society people want want think want people agree thing something face everyone happy
22,369,3,11,38,41,31,0,0,20,40,38,8,0,20,2,1,29,14,3,28,50,182,8.97262375855615,3.5,certain material removed shelf library found offensive @ person1 state book left shelf read everyone remove book approve people think innocent book could offend another individual different people find different topic offensive two people think though certain book magazine @ month1 offensive subject material removed would learn example say historical fiction book racism book might show different perspective people lived racism flourished reader could learn book racism affect people wrong learning dislike make someone knowledgable people think way reader learn mistake made past book movie depict life year even century ago moral different ago many people agree certain material offensive appropriate adolescent young child one option could available allowing adult check library could also put warning think content material harsh another idea could setting review website list book library consumer read review first decide whether check people opinion view material person learn tolerant material others might truely enjoy article might offensive read might think thing sensored rather tolerated someone like material forced check library cause fuss one person might find topic offensive topic spark interest another individual person different moral say library
